,seriesuid,coordX,coordY,coordZ
195321,1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757,-48.68,31.88,-236.66
45663,1.3.6.1.4.1.14519.5.2.1.6279.6001.125067060506283419853742462394,-47.5378817356,24.808957880700003,-113.682729938
14962,1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-20.53,-34.34,-79.69
432473,1.3.6.1.4.1.14519.5.2.1.6279.6001.397522780537301776672854630421,-86.7787063642,217.648644835,-220.53523377
144362,1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,63.36,62.72,-183.97
50998,1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,34.1223242148,87.8273440723,-100.189149775
502436,1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038,-67.167798505,197.705567,-672.56618275
156856,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058,-97.0454791075,52.427167380600004,-79.0250002146
482168,1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,-71.96387163760001,58.337328351400004,-116.306428785
55163,1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590,41.64,-84.95,-155.72
79408,1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782,-110.47,-199.91,780.3
543501,1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877,34.854537765,-25.87447545,-89.769752515
141000,1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419,-11.93,61.23,-70.63
113280,1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,18.9096862736,15.3959328595,-125.84148999
514370,1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-83.4158826849,59.4259064133,-116.981420461
421015,1.3.6.1.4.1.14519.5.2.1.6279.6001.339142594937666268384335506819,-65.0524002024,81.263699789,-217.76760021299998
206367,1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305,70.049643485,71.529264965,-222.46044205
275876,1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,125.52566645600001,4.8473975436500005,-223.498256045
327425,1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,82.6446759259,-82.2641666666,-162.695763889
186598,1.3.6.1.4.1.14519.5.2.1.6279.6001.200837896655745926888305239398,46.09621545,58.13701319,-137.02159980000002
379401,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,67.68450126,44.02446338,-265.684528
65943,1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,-61.42,160.39,-392.79
452210,1.3.6.1.4.1.14519.5.2.1.6279.6001.465032801496479029639448332481,55.63,17.51,-142.2
171401,1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234,-47.771836996400005,-31.9662867435,-76.0627616626
129068,1.3.6.1.4.1.14519.5.2.1.6279.6001.171919524048654494439256263785,90.3454997942,-18.4018002203,-152.673750204
349631,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230,37.49,-16.45,-47.93
260747,1.3.6.1.4.1.14519.5.2.1.6279.6001.242761658169703141430370511586,82.84,32.51,-256.16
508714,1.3.6.1.4.1.14519.5.2.1.6279.6001.776429308535398795601496131524,108.5,17.43,-211.63
168652,1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,62.725978299,76.8427138278,-253.2779341
35892,1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,84.82,18.07,-186.06
517435,1.3.6.1.4.1.14519.5.2.1.6279.6001.822128649427327893802314908658,-79.68,27.75,-180.99
22475,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,42.674116150799996,55.4792532865,-83.5624881456
378573,1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406,37.719335445300004,94.0797810577,-273.93450314
118049,1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,-55.71984499999999,30.090155,-115.83221999999999
489977,1.3.6.1.4.1.14519.5.2.1.6279.6001.693480911433291675609148051914,-14.6840532348,198.924921982,-631.035014638
95859,1.3.6.1.4.1.14519.5.2.1.6279.6001.151669338315069779994664893123,71.3,57.48,-235.82
241610,1.3.6.1.4.1.14519.5.2.1.6279.6001.230416590143922549745658357505,-71.4746018744,-60.6718525828,-234.70849602299998
415839,1.3.6.1.4.1.14519.5.2.1.6279.6001.337845202462615014431060697507,87.7814742717,-4.31896399078,-77.9663495937
54779,1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531,-31.35116099,1.663473684,-120.54113149999999
405741,1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742,-48.31,-19.69,-135.83
199897,1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291,97.71,-92.12,47.29
81559,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636,-70.84,64.85,-143.14
193958,1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532,-108.73393036799999,52.2193438662,-157.914766987
495003,1.3.6.1.4.1.14519.5.2.1.6279.6001.724562063158320418413995627171,84.5944562147,42.9284232213,-192.048662225
178967,1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,49.82,-87.91,-190.59
353512,1.3.6.1.4.1.14519.5.2.1.6279.6001.300270516469599170290456821227,33.3,-123.2,-235.29
164395,1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827,-97.0799382716,30.2700617284,-144.465277778
514207,1.3.6.1.4.1.14519.5.2.1.6279.6001.802595762867498341201607992711,85.613961563,78.26666664529999,-214.515113653
112995,1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,113.87,2.91,-245.65
181404,1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,57.17,223.76,-829.52
38718,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,-82.45,-20.4,-249.45
16454,1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,-69.3,122.25,-210.56
393356,1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228,-137.304304099,48.003802270200005,-189.326943677
304661,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179,72.3406895506,-62.7215518321,864.5241378210001
526511,1.3.6.1.4.1.14519.5.2.1.6279.6001.885292267869246639232975687131,82.67541582220001,40.3306578634,-183.966659402
538270,1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,94.2786169931,18.8565241652,-105.908233772
97685,1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325,-39.8,-45.88,-116.11
104849,1.3.6.1.4.1.14519.5.2.1.6279.6001.159521777966998275980367008904,-47.95,57.47,-137.53
412407,1.3.6.1.4.1.14519.5.2.1.6279.6001.335866409407244673864352309754,72.2731916003,-127.80621281,-135.694153927
117486,1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,-29.06,-201.39,-153.19
48898,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084,37.2225738298,99.5336152894,-273.09765215
281997,1.3.6.1.4.1.14519.5.2.1.6279.6001.254473943359963613733707320244,-83.24,77.04,-218.84
15270,1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-10.901100214300001,16.3924097813,-170.542000213
48243,1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,-22.0790294183,40.2390067785,-194.059310449
471941,1.3.6.1.4.1.14519.5.2.1.6279.6001.596908385953413160131451426904,-74.54,40.02,-123.58
259757,1.3.6.1.4.1.14519.5.2.1.6279.6001.242624386080831911167122628616,35.45,-101.49,-138.79
465698,1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647,32.41576405,23.21109398,-129.89018090000002
135574,1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479,-47.7199116845,23.7673833938,-254.57270513
312389,1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823,-33.4177327331,61.143310630900004,-147.398795409
373965,1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,59.5282969554,-2.1627386433400004,-206.75711924200002
154910,1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359,97.6928228515,27.7521382427,-254.469872018
257543,1.3.6.1.4.1.14519.5.2.1.6279.6001.241083615484551649610616348856,-83.0004228887,-174.848119179,-87.21022327040001
324274,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478,98.61,-122.87,-245.56
255436,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427,42.39,-57.81,-223.73
365631,1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551,107.16,-0.1,-211.15
10232,1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774,69.77,-33.25,-112.97
504395,1.3.6.1.4.1.14519.5.2.1.6279.6001.765459236550358748053283544075,44.39,189.67,-522.84
465554,1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647,97.5980421173,-12.5603105966,-187.90564337400002
155890,1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832,-56.72,54.24,-238.72
484695,1.3.6.1.4.1.14519.5.2.1.6279.6001.664989286137882319237192185951,71.69314983,32.03907975,-114.12196599999999
139842,1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333,-73.323071577,96.4160297752,-212.80038239700002
138425,1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898,80.91,-152.2,-177.58
189029,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,7.51,-21.89,-88.76
426327,1.3.6.1.4.1.14519.5.2.1.6279.6001.367204840301639918160517361062,41.9576998881,17.2686698852,-71.283000098
327662,1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-89.37,18.15,-81.07
324438,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478,-73.81,-50.67,-258.89
468927,1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,90.78920084559999,59.3805166432,-151.173267517
208366,1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534,-100.06,-117.88,-215.89
114033,1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,53.93365357,-132.7590676,-246.6977725
403603,1.3.6.1.4.1.14519.5.2.1.6279.6001.329624439086643515259182406526,82.19055535220001,-72.5572224796,-142.162333566
398911,1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869,-63.5081668826,65.4851664551,-121.151000215
236275,1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531,42.581922431,208.555886439,-547.258788165
410885,1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602,75.8667359979,-4.96407847546,-220.318629019
11276,1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,85.9268721466,-6.1508438579,-176.44354706599998
521357,1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,-34.71,260.94,-736.93
8197,1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-79.59,-8.98,-196.13
49183,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084,-77.6717453749,12.2411154579,-161.858871195
505025,1.3.6.1.4.1.14519.5.2.1.6279.6001.765930210026773090100532964804,-67.1266114,207.19977419999998,-686.1660927999999
324660,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478,110.53,-121.46,-237.84
189159,1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227,-36.8739733468,68.9494042634,-245.447015145
479773,1.3.6.1.4.1.14519.5.2.1.6279.6001.631047517458234322522264161877,-126.66,-19.8,-219.92
469181,1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,49.2215709858,80.2633354333,-195.422298304
510362,1.3.6.1.4.1.14519.5.2.1.6279.6001.779493719385047675154892222907,-71.7746598105,-58.287523281300004,-134.724875799
464630,1.3.6.1.4.1.14519.5.2.1.6279.6001.550599855064600241623943717588,82.71,32.36,-243.89
469336,1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-60.06,68.01,-155.16
402954,1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124,-37.9102375917,-64.0961045265,-213.60354133799999
481421,1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561,94.37039978840001,23.600005857800003,-263.35000022599996
261692,1.3.6.1.4.1.14519.5.2.1.6279.6001.244204120220889433826451158706,-54.3308928059,53.0159590546,-152.180555756
119950,1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,42.1904208437,-51.0078028416,-70.6502633864
120410,1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,42.8,31.5,-152.21
65974,1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,-81.05,190.54,-462.17
44426,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,-120.614750214,-73.16682521199999,-210.950781465
312524,1.3.6.1.4.1.14519.5.2.1.6279.6001.272348349298439120568330857680,-50.08,42.87,-80.75
208836,1.3.6.1.4.1.14519.5.2.1.6279.6001.214252223927572015414741039150,61.9172203008,75.5331690136,-109.11769252299999
366951,1.3.6.1.4.1.14519.5.2.1.6279.6001.307835307280028057486413359377,-63.608658875399996,-13.918628509000001,-117.432040751
516057,1.3.6.1.4.1.14519.5.2.1.6279.6001.811825890493256320617655474043,80.08,40.96,-203.92
255970,1.3.6.1.4.1.14519.5.2.1.6279.6001.240630002689062442926543993263,-46.99,20.7,-185.89
68915,1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,53.36892652,66.5060089,-254.15762239999998
154120,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527,-70.3312157172,70.3624375584,-228.06935009400001
374861,1.3.6.1.4.1.14519.5.2.1.6279.6001.311476128731958142981941696518,-68.6123002027,173.25690886599997,-470.65909109300003
185315,1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687,-98.1,-279.89,-194.41
364793,1.3.6.1.4.1.14519.5.2.1.6279.6001.306558074682524259000586270818,53.85,-5.1,-58.91
199227,1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658,67.7764023684,-122.674798775,-155.064786875
342363,1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,-61.7423567143,103.22557632700001,-228.007808487
142730,1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,-74.97714965,81.5241072,-124.82781035
33494,1.3.6.1.4.1.14519.5.2.1.6279.6001.120196332569034738680965284519,-92.86990930520001,-15.0716274925,-171.482386579
458170,1.3.6.1.4.1.14519.5.2.1.6279.6001.487745546557477250336016826588,52.18,-21.02,-81.16
298409,1.3.6.1.4.1.14519.5.2.1.6279.6001.265775376735520890308424143898,81.41,242.02,-700.87
378867,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,-70.73062838119999,77.5455138688,-230.726760774
355573,1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986,92.07696907360001,-138.616865958,1159.37108493
392771,1.3.6.1.4.1.14519.5.2.1.6279.6001.323426705628838942177546503237,-40.99455549,-191.39217353599997,-220.88992551099997
129028,1.3.6.1.4.1.14519.5.2.1.6279.6001.171919524048654494439256263785,-16.15,41.76,-29.49
343608,1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925,74.6642016088,67.8740132653,-89.9352244647
62890,1.3.6.1.4.1.14519.5.2.1.6279.6001.134638281277099121660656324702,-98.1055157134,16.5702290131,-156.39941604700002
299793,1.3.6.1.4.1.14519.5.2.1.6279.6001.266009527139315622265711325223,-37.21,32.26,-209.36
187562,1.3.6.1.4.1.14519.5.2.1.6279.6001.201890795870532056891161597218,39.7464377517,25.260241443,-66.8429977629
279034,1.3.6.1.4.1.14519.5.2.1.6279.6001.252814707117018427472206147014,61.23,84.54,-250.96
495467,1.3.6.1.4.1.14519.5.2.1.6279.6001.724562063158320418413995627171,124.261235091,8.38779153975,-163.570000225
422642,1.3.6.1.4.1.14519.5.2.1.6279.6001.339882192295517122002429068974,80.07,-131.03,626.29
528460,1.3.6.1.4.1.14519.5.2.1.6279.6001.897279226481700053115245043064,-55.42,30.81,-185.97
48189,1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,78.3801426909,-16.9735965058,-156.31954965
315198,1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130,-72.43,225.42,-566.85
340872,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,52.36,21.16,-184.32
178740,1.3.6.1.4.1.14519.5.2.1.6279.6001.197987940182806628828566429132,-75.52,-64.92,-418.96
78517,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,61.4,59.63,-158.27
51686,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224,-45.8737201722,-24.287629486300002,-86.513951639
460075,1.3.6.1.4.1.14519.5.2.1.6279.6001.504324996863016748259361352296,98.0746823603,4.429663295219999,-196.955680791
3063,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,120.13,181.74,-566.58
456032,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156,25.1749149078,16.316238018900002,-52.902953474200004
211789,1.3.6.1.4.1.14519.5.2.1.6279.6001.215785045378334625097907422785,85.57,144.11,-555.33
345731,1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645,-39.1352831269,-20.6398352553,-46.256175595200006
89384,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421,-19.48,73.81,-152.21
86575,1.3.6.1.4.1.14519.5.2.1.6279.6001.145510611155363050427743946446,-50.46,-29.52,-169.96
420704,1.3.6.1.4.1.14519.5.2.1.6279.6001.339142594937666268384335506819,87.3764803255,74.9791843525,-155.39698008
248750,1.3.6.1.4.1.14519.5.2.1.6279.6001.234400932423244218697302970157,144.062629168,-6.9246093141600005,-171.596154062
162820,1.3.6.1.4.1.14519.5.2.1.6279.6001.188265424231150847356515802868,-53.867524761000006,27.4131875851,-157.22101072200002
114729,1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085,7.236104957669999,118.75265493399999,-113.67913814
13551,1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943,-100.57,-66.23,-218.76
337988,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985,-81.85,-139.95,-242.13
41253,1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476,-85.5886001943,-59.6166001868,-220.91500022
130220,1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969,-28.98,-84.17,-268.59
479936,1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,55.78,-115.61,-183.89
204229,1.3.6.1.4.1.14519.5.2.1.6279.6001.211071908915618528829547301883,-38.21,-157.16,-326.99
245649,1.3.6.1.4.1.14519.5.2.1.6279.6001.232058316950007760548968840196,-40.3356536186,92.14478229,-219.39423371900003
490389,1.3.6.1.4.1.14519.5.2.1.6279.6001.701514276942509393419164159551,100.66,-38.8,-273.13
367506,1.3.6.1.4.1.14519.5.2.1.6279.6001.307921770358136677021532761235,88.75903618459999,69.3949210152,-169.503788066
207384,1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,65.9700914477,281.724672125,-621.867033593
137734,1.3.6.1.4.1.14519.5.2.1.6279.6001.174935793360491516757154875981,38.08,-163.44,-76.03
324899,1.3.6.1.4.1.14519.5.2.1.6279.6001.280125803152924778388346920341,-72.4954344187,7.86803503727,-216.43127181
511660,1.3.6.1.4.1.14519.5.2.1.6279.6001.792381786708289670758399079830,75.8115271802,212.61941439400002,-423.11875
176003,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,89.84,1.98,-218.75
403939,1.3.6.1.4.1.14519.5.2.1.6279.6001.329624439086643515259182406526,-113.46,23.49,-208.36
518438,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750,26.6,81.67,-239.39
267886,1.3.6.1.4.1.14519.5.2.1.6279.6001.246589849815292078281051154201,-70.03,34.83,-129.83
131599,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032,-125.899087438,5.800560964400001,-155.318692053
145093,1.3.6.1.4.1.14519.5.2.1.6279.6001.177888806135892723698313903329,44.02,114.19,-71.22
381601,1.3.6.1.4.1.14519.5.2.1.6279.6001.314519596680450457855054746285,-40.84,-173.03,-145.8
125780,1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264,-47.68822670000001,-28.762490505,-169.4606469
508197,1.3.6.1.4.1.14519.5.2.1.6279.6001.774060103415303828812229821954,-51.68,56.39,-169.6
229283,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292,7.7959805522500005,34.0426421301,-140.089326923
395848,1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431,120.259236607,-23.511006026799997,-138.33285714299998
153702,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527,-41.36,-38.56,-143.73
242307,1.3.6.1.4.1.14519.5.2.1.6279.6001.230675342744370103160629638194,-23.69,29.6,-120.88
356338,1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,-35.85,68.2,-98.81
61824,1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633,40.28,-82.3,-195.61
521240,1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,-34.01,161.51,-769.23
481432,1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561,-68.5459582394,-100.31964211799999,-332.650000215
355315,1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986,56.38,-125.6,1216.6
543740,1.3.6.1.4.1.14519.5.2.1.6279.6001.965620538050807352935663552285,-29.29200034,-25.72825136,-150.0961638
545928,1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610,-115.0750247,64.37987761,-140.4059531
351417,1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,123.77,-155.12,-239.69
127715,1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095,39.3008048687,7.93279165658,-216.47099627
517954,1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,-68.23006398310001,70.4649923729,-184.65279661
439500,1.3.6.1.4.1.14519.5.2.1.6279.6001.419601611032172899567156073142,34.00487745,-0.335783031,-145.9044176
241835,1.3.6.1.4.1.14519.5.2.1.6279.6001.230491296081537726468075344411,-40.62,83.13,-216.67
502031,1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038,-50.76,127.54,-764.94
102712,1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,55.87548216,20.33073833,-143.6969639
470512,1.3.6.1.4.1.14519.5.2.1.6279.6001.584871944187559733312703328980,71.848635272,73.8563610762,-83.5882260235
79827,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-105.87,-192.07,-154.78
454912,1.3.6.1.4.1.14519.5.2.1.6279.6001.479402560265137632920333093071,-52.8451654308,-61.815208901999995,-110.34673935299999
67854,1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532,-73.14,-74.93,-152.32
161234,1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208,-89.1818207144,20.211307473599998,1599.45512799
391605,1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,-91.0037144499,28.4906855063,-157.736428792
260256,1.3.6.1.4.1.14519.5.2.1.6279.6001.242761658169703141430370511586,-89.2846668552,120.087333157,-214.703333549
383464,1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212,-93.86,212.71,-721.88
129595,1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726,-70.2864224396,-59.9328002041,-184.46805576900002
348559,1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785,-103.23,55.37,-54.62
115406,1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,-103.5,68.45,-371.66
207524,1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,69.46447206,242.78920055,-711.79822075
428075,1.3.6.1.4.1.14519.5.2.1.6279.6001.385151742584074711135621089321,-78.7102565471,36.1829697908,-167.331174288
64375,1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629,28.168575475,-129.0749509,-183.98641945
25957,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,-63.86,-0.69,-70.23
237848,1.3.6.1.4.1.14519.5.2.1.6279.6001.229096941293122177107846044795,-71.5297158701,-60.247284684300006,-182.366730121
219988,1.3.6.1.4.1.14519.5.2.1.6279.6001.219281726101239572270900838145,-61.42,-44.81,-99.67
87119,1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397,-75.56,21.15,-197.75
164439,1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827,-47.0166666667,-31.3645833333,-122.572916667
32992,1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911,-45.14,-113.72,-116.38
361121,1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,63.92,119.1,-335.42
538924,1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,62.635168611000005,25.5327489113,-71.0446893317
309351,1.3.6.1.4.1.14519.5.2.1.6279.6001.271307051432838466826189754230,76.34,56.63,-258.07
504719,1.3.6.1.4.1.14519.5.2.1.6279.6001.765930210026773090100532964804,-42.7758370612,184.674420858,-713.30649143
63704,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-95.16,56.75,-233.25
435962,1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930,-73.17756542949999,219.27415196,-479.197282819
188177,1.3.6.1.4.1.14519.5.2.1.6279.6001.201890795870532056891161597218,72.41,-71.71,-131.68
138183,1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898,21.34,-156.4,-66.03
22039,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437,21.397635473399998,13.5070946349,-84.6162138728
223705,1.3.6.1.4.1.14519.5.2.1.6279.6001.220596530836092324070084384692,44.27,199.22,-457.83
267010,1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976,-50.36,69.37,-100.35
62643,1.3.6.1.4.1.14519.5.2.1.6279.6001.134638281277099121660656324702,93.98,50.13,-156.97
169302,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,51.7610126608,-150.373000215,-162.156008798
66435,1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,-135.590629786,-185.05296315900003,95.99444422399999
224395,1.3.6.1.4.1.14519.5.2.1.6279.6001.220596530836092324070084384692,-93.08,251.08,-506.93
428614,1.3.6.1.4.1.14519.5.2.1.6279.6001.387954549120924524005910602207,-30.72,-169.52,-160.06
228514,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685,-110.428677635,225.97930622299998,-779.577822798
141172,1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568,-95.0132358461,15.798294721600001,-124.460201366
